102561333,102627752,"CCYYMMDD",20090918,20090914,"P313455",337.22,42.15,379.37
102561334,102627752,"CCYYMMDD",20090918,20090914,"P313454",3035.01,379.38,3414.39
102561336,102627752,"CCYYMMDD",20090918,20090914,"P316361",865.29,108.16,973.45
102561343,102627752,"CCYYMMDD",20090918,20090914,"P317510",1818.60,227.33,2045.93
