102561333,10,48.000,7.0254,337.22,"1011422"
102561334,10,432.000,7.0255,3035.01,"1011422"
102561336,10,1360.000,0.6362,865.29,"374245"
102561343,10,5000.000,0.3637,1818.60,"144MT"
102561343,20,1.000,0,0,"018679"
